,0
163,1169.5603541649896
164,128.7341732578274
165,453.6230715246111
166,1874.4105183622457
167,1831.4832927454083
168,161.719450407543
169,1826.5550067729089
170,80.92786219765365
171,1241.2771352734505
172,1000.0277683901053
173,577.6359921289512
174,1082.5920215499034
175,995.243528589778
176,1178.1890183844127
177,171.10440672783122
178,1419.9288817233341
179,1725.0389016502052
180,248.5075547332618
181,416.4270917450421
182,0.6489244340857939
183,1870.9971166185267
184,256.6784898337863
185,284.4816234593606
186,1269.4270806100385
187,1138.715557336116
188,306.0381433131505
189,1097.2956374266046
190,454.7108513409035
191,1457.598201577322
192,859.3021013548846
193,30.399566600607507
194,791.4251446278099
195,2011.4317308458587
196,33.937543279968104
197,114.60833512782135
198,1825.3836220167561
199,1724.1812601251233
200,1022.2984065728483
201,708.2283757507245
202,212.30546194372482
203,1644.9431240745525
204,579.0840076622059
205,1694.549282789233
206,241.5817310701643
207,1369.3835910887099
208,1227.4476714795153
209,1993.1565191510324
210,714.1050583426891
211,1346.1986769804341
212,1320.2706815830081
213,1317.1531261169123
214,798.4419008351904
215,447.4360784717065
216,1401.6292894364494
217,1297.3194328924671
218,1372.2452117533023
219,318.8936255236472
220,1743.3478218965145
221,900.0383971443971
222,1092.4580075298443
223,899.0006832062265
224,1081.8750726226347
225,1334.422637247476
226,307.9509871917209
227,916.4253888857822
228,1781.3045658233189
229,1020.1599398606968
230,879.7281301031605
231,1343.7154435051955
232,1133.8766368499503
233,1561.4236400278783
234,224.10476271938128
235,1878.2121091941394
236,1414.6102407309888
237,175.54925326793483
238,1875.5811500375978
239,1206.7854641049692
240,1367.6092014060523
241,782.4518422958165
242,1031.3035623507894
243,278.99247072513185
244,899.1982849185829
245,1276.6189753739488
246,1112.645504628378
247,1798.4134719645651
248,243.547350560253
249,1295.8174651439053
250,1286.0910984062727
251,1511.1688171662818
252,307.5798392562525
253,1700.642293800626
254,580.6677354685648
255,2028.609082230081
256,1929.5891162254627
257,1202.4567867724966
258,751.6750592577843
259,1623.7496401005874
260,300.6205478327845
261,906.889836854326
262,1680.7322326248216
263,1583.4228805946718
264,568.6162591551243
265,470.3996852799389
266,896.5366339052666
267,1351.8233301006526
268,730.128879295742
269,839.0655720243869
270,813.4160506774188
271,1676.2571990830666
272,538.5260562316404
273,1805.9369737232576
274,1441.1940756028657
275,1237.5397995222913
276,701.7022162049689
277,451.6441960670398
278,972.4853328335032
279,401.74892481620867
280,234.24447015107992
281,676.0581092402692
282,443.8915114390413
283,1452.8410564812382
284,432.00351808849086
285,1142.8261657022456
286,1389.5684908220694
287,1129.0504893580883
288,736.0206893899739
289,1309.2846658829542
290,1425.5661053457607
291,765.4847074392457
292,1109.172437814771
293,1333.9547046198738
294,1243.3715538381648
295,1202.4586570926965
296,1842.4959252072651
297,1295.3686502362475
298,1152.0462015547275
299,1437.757048075065
300,1360.1020221947235
301,1061.9891767803922
302,857.5134608591503
303,1826.8597341806642
304,297.3756511953964
305,258.9087177932954
306,902.7582490050784
307,132.52883005309047
308,1259.1943528532443
309,1930.7278879444134
310,1873.271297114085
311,541.154105881853
312,1284.912308323712
313,659.8884660569167
314,1595.1413786447388
315,1049.6860870792214
316,1206.2132793219225
317,1309.5133346313057
318,41.71209899631
319,688.612818443847
320,852.2788650803257
321,1311.0532383082138
322,1038.5968156064257
323,1065.3465628359343
324,1394.976757399724
325,2037.3130833208781
326,1044.8096190856324
327,401.61909346807175
328,637.137375996432
329,881.5599226566383
330,1051.694799638437
331,91.8778205608633
332,524.186273535098
333,875.1772998943796
334,1431.60963331503
335,41.81587537177537
336,482.5731492445673
337,1155.1142716771367
338,1435.4357299667106
339,544.7425874225577
340,922.9059035650944
341,499.57116882120977
342,1321.353040725357
343,1846.2672686579485
344,332.52777763103563
345,850.6753209417789
346,578.7125584623544
347,226.86655021164898
348,169.64937537398478
349,1634.7634137799982
350,545.9141266518817
351,1304.1112034180462
352,1617.6642751785903
353,1670.1675537425704
354,1823.0604332874009
355,1674.6347988602404
356,1345.6466275426853
357,1719.2292862143286
358,1047.3095339519236
359,1270.1233486375486
360,1922.0267960164867
361,434.80744081240505
362,476.1093077201765
363,1258.6683579561384
364,1202.2962380483746
365,239.24351882815856
366,552.323988663987
367,1652.1884023088567
368,1831.8031656721978
369,1950.5163753856584
370,1705.5626533248453
371,893.8090309649842
372,1788.8267790225614
373,888.954272356495
374,112.52828503821483
375,958.7258961724285
376,1378.2219780826508
377,1815.53683671147
378,433.05976209967383
379,501.8578291466943
380,984.6909407002063
381,1782.4858040687502
382,1408.4473750716948
383,829.1144297912155
384,386.23993848540175
385,1783.1392964919598
386,1816.7181506742638
387,1616.9617358234339
388,1244.5986889104622
389,806.8890652835568
390,1085.5638814173028
391,438.1047430231567
392,602.6760031986294
393,1501.8473557650334
394,698.8310474276749
395,202.25534164012882
396,952.4377218185682
397,1198.3460363758406
398,1716.0058126695951
399,1501.6094582304088
400,774.6780745992808
401,484.99575677429715
402,1912.1731668165712
403,1944.0828131038297
404,1562.919690576465
405,507.15622361745733
406,1389.1571485928318
407,1805.704623928957
408,1350.867461698351
409,241.746366736312
410,1850.0551007581887
411,1079.5993492309751
412,1132.7098125200248
413,1252.9732758670543
414,669.3972228217181
415,1958.89183168154
416,1035.2481800200212
417,225.860299673934
418,1821.6398164935315
419,1879.3560719863613
420,596.5601038366335
421,1540.902532588513
422,803.7760988582833
423,1518.6914132540055
424,1341.7286963930912
425,442.41468031972977
426,807.5274062968018
427,1814.3601387792712
428,719.3636528569713
429,355.37270269025174
430,688.6057222335094
431,959.2601270629355
432,958.1243727930089
433,164.87534813947056
434,1632.0526021098165
435,1879.1648548634564
436,783.4824977030839
437,634.2283714272
438,1055.0105676682801
439,462.052021769809
440,1754.60172447661
441,872.6807701067368
442,633.7017665395442
443,853.0827747764902
444,1606.6404467790726
445,1110.2017208038021
446,59.22310496516279
447,1663.9374877693076
448,752.3410548112226
449,1231.7032278940471
450,1578.1512132916807
451,204.21849618855552
452,1375.9490303666669
453,313.92558365179445
454,366.96449284622884
455,1777.5792892256236
456,1877.92451642101
457,327.62473094445204
458,683.0282560676714
459,763.4711669193005
460,989.6553814053678
461,558.1932354030992
462,1265.2929105967303
463,1593.473265831539
464,777.6989881431426
465,1007.3285097073519
466,1097.9672420622471
467,1413.0918354515911
468,675.7397681411476
469,93.35392806417278
470,538.5277948690882
471,58.96246086205112
472,1459.1621145001716
473,553.2501519830178
474,1656.7273882632496
475,1085.0185692360571
476,1291.3492998350157
477,1003.1376680920594
478,556.436130000427
479,1292.778842930282
480,1149.2963819861936
481,413.310507030686
482,1766.5540842708012
483,1240.4515752383306
484,1107.564037423624
485,639.3312062681027
486,508.9762769447446
487,1693.3732799560696
488,1097.0220972564978
489,533.5599547208006
490,688.6336270848432
491,1988.2168257779651
492,584.0260584602631
493,1343.0908116855674
494,2019.039563329299
495,1938.3450377563438
496,1370.577433249234
497,358.93020915336666
498,1666.3909680582349
499,1410.4951939664068
500,1203.8948918419123
501,726.8916375344897
502,1834.087404980695
503,804.3218122759187
504,1434.6675553363395
505,651.8030075380757
506,2001.9113840495227
507,631.5431631512591
508,1322.960417768956
509,1225.5284767289838
510,295.22279182457874
511,2060.5298301624694
512,1159.70204690489
513,957.0793186220508
514,1066.3251948475988
515,1883.1642311289677
516,1425.9802439574898
517,826.2247384832862
518,1514.7026814207916
519,1181.2599724817926
520,860.1922663315196
521,811.3098737677003
522,1742.4284823168655
523,1312.5647272820072
524,1122.194055048419
525,604.6721161488451
526,1837.5779402068376
527,758.0757057258644
528,1802.1684324971468
529,2005.3432997117259
530,1644.3281493688428
531,134.27375017465135
532,1308.4234723838051
533,510.73439232486254
534,349.9010367429794
535,1440.8705862866052
536,1353.8505555200825
537,882.8283638514671
538,1955.4782791852333
539,891.9784701139251
540,1197.7324528884221
541,868.9830724057433
542,983.5582015195673
543,934.6459626027464
544,689.9667842073667
545,730.625443577886
546,985.2071624477148
547,1500.406394904212
548,1191.8148159170294
549,1180.7098210057688
550,99.13895648724544
551,1291.5118047182973
552,1164.1881801095872
553,1380.706284676879
554,562.8237264690658
555,456.2993368758775
556,2000.406621390414
557,1283.0517819973006
558,509.64563922517283
559,1827.7376734161626
560,646.6016158564006
561,1548.4470625569732
562,1364.4836729364026
563,1236.141813617985
564,1533.794624528838
565,118.40466892527483
566,1747.074889789665
567,1223.3781529856328
568,454.4070356509192
569,1330.037973598022
570,1001.5336376632196
571,1253.4158320197394
572,1042.5440985005291
573,526.0656963064955
574,354.6464469278747
575,253.58571901322946
576,1444.8818188303646
577,1219.3704063582031
578,1329.348065423616
579,155.5148446779083
580,1635.4104396999974
581,1138.7395504453173
582,1898.793453429611
583,1067.390795435116
584,916.5922419252302
585,480.79356552200187
586,1159.919200265081
587,1159.8702245776883
588,1396.516804134426
589,1529.299642591426
590,1424.0429202943533
591,1646.9300119116658
592,1796.0708095479893
593,687.0309850697224
594,939.3445338863819
595,961.4739013297651
596,398.95839218678316
597,141.8466100832837
598,1042.7281686855463
599,1450.317143356525
600,1910.1852216387135
601,1511.0441045865578
602,366.94197320818313
603,1273.7078456842085
604,57.19092327252582
605,1662.6457900725375
606,26.633132612913734
607,1596.3837960191368
608,1075.278883428529
609,1429.8198569411336
610,413.63518143015364
611,1202.964327411805
612,471.42994529776325
613,52.523880367456165
614,114.08909756552735
615,1194.0202716180963
616,556.2227426288018
617,1388.8776412522097
618,517.228210690209
619,336.6494607039996
620,1213.0999469864555
621,1272.9496328924597
622,1462.021973315338
623,1896.4762886645212
624,771.5987178839895
625,522.4042464021816
626,1783.8871947916393
627,1632.1215540517253
628,695.3775019660006
629,1686.420081229147
630,1608.9288805566296
631,1947.8595188445254
