,N,Z,A,m,be,be_RFR,be_XGB,be_MLP,BE_SEMF,be_a_semf,be_a_RFR,be_a_XGB,be_a_MLP,be_a
355,81,64,145,144.9217093,1195.662539,1194.791673,1194.8112,1194.020272,1199.555062,8.272793534,8.239942572413792,8.24007724137931,8.234622565517242,8.245948545
356,92,54,146,145.94775,1186.831724,1191.695908,1189.1842,1192.355195,1185.112251,8.1172072,8.162300739726026,8.145097260273973,8.16681640410959,8.128984411
357,82,64,146,145.9183106,1206.894216,1208.13498,1210.1272,1202.458657,1208.939597,8.280408198,8.274897123287671,8.288542465753425,8.236018198630136,8.26639874
358,81,65,146,145.9272466,1197.840241,1200.8484,1198.2386,1198.346036,1202.694576,8.237634079,8.22498904109589,8.207113698630137,8.207849561643835,8.204385212
359,91,56,147,146.934945,1205.351549,1207.439398,1207.337,1207.230956,1207.023386,8.211043444,8.213873455782313,8.213176870748299,8.212455482993198,8.199670401
360,82,65,147,146.9240446,1208.88879,1212.623456,1213.8274,1206.785464,1212.43244,8.247839726,8.249139156462585,8.25732925170068,8.209424925170069,8.223733265
361,92,55,147,146.944155,1197.511598,1201.989943,1197.6951,1202.456787,1198.626206,8.153919766,8.176802333333333,8.147585714285714,8.179978142857143,8.146337401
362,93,54,147,146.95356,1189.490102,1201.057095,1193.9373,1197.732453,1188.66979,8.086189048,8.170456428571427,8.122022448979592,8.147839816326531,8.091769401
363,86,61,147,146.9151385,1220.118605,1219.669403,1219.7634,1223.378153,1225.620765,8.337556227,8.297070768707483,8.297710204081634,8.322300360544219,8.300126565
364,88,60,148,147.9168933,1227.286933,1224.688088,1225.4442,1231.703228,1231.587068,8.321534245,8.274919513513515,8.280028378378377,8.32231910810811,8.292479277
365,79,69,148,147.95784,1182.554524,1181.893663,1181.0828,1180.709821,1186.27296,8.015357837,7.985767993243243,7.980289189189189,7.97776906081081,7.99023327
366,84,64,148,147.9181145,1223.21176,1221.096353,1221.363,1219.370406,1226.946583,8.290179617,8.250651033783782,8.252452702702703,8.23898922972973,8.264944324
367,92,57,149,148.934734,1220.948406,1222.351478,1220.9069,1222.650107,1223.531699,8.211622141,8.203701194630872,8.194006040268457,8.205705416107381,8.194284604
368,91,58,149,148.9283999,1226.110894,1227.915425,1228.3168,1227.447671,1229.874916,8.254194065,8.241043120805369,8.243736912751679,8.237903832214764,8.228932174
369,87,62,149,148.9171847,1233.614009,1232.604124,1232.701,1236.141814,1239.840669,8.321078318,8.272510899328859,8.273161073825504,8.2962537852349,8.279288651
370,94,55,149,148.95293,1205.477048,1210.664132,1207.4291,1213.099947,1206.223132,8.095457263,8.125262630872484,8.10355100671141,8.141610382550335,8.090449987
371,90,60,150,149.9208909,1239.700142,1236.850598,1237.9636,1242.370659,1244.080516,8.293870107,8.245670653333333,8.253090666666667,8.282471059999999,8.264667613
372,88,62,150,149.9172755,1241.596962,1238.081328,1238.5298,1244.598689,1247.089208,8.313928052,8.25387552,8.256865333333334,8.297324593333332,8.27731308
373,87,63,150,149.9197018,1238.603517,1237.865749,1237.8501,1240.451575,1246.296108,8.308640718,8.252438326666667,8.252334000000001,8.269677166666668,8.25735678
374,81,69,150,149.94996,1206.025779,1204.640592,1205.74,1202.964327,1209.373264,8.062488424,8.03093728,8.038266666666667,8.019762179999999,8.04017186
375,92,59,151,150.9283186,1241.587,1240.968632,1240.7216,1242.867878,1245.680382,8.249538951,8.21833531125828,8.216699337748345,8.230913099337748,8.222430464
376,91,60,151,150.9238289,1245.032352,1243.45191,1244.5233,1247.680447,1250.015174,8.278246185,8.234780860927152,8.241876158940398,8.262784417218542,8.245247364
377,81,70,151,150.9554008,1208.293323,1205.193889,1206.5674,1203.894892,1209.616374,8.010704465,7.981416483443708,7.990512582781457,7.972813854304636,8.001942536
378,84,68,152,151.9350504,1236.77615,1236.34054,1236.6227,1233.607304,1240.137215,8.158797466,8.133819342105262,8.135675657894737,8.11583752631579,8.136685197
379,94,58,152,151.93654,1242.734923,1242.680155,1242.8542,1243.371554,1244.511596,8.18757629,8.175527335526317,8.176672368421052,8.180076013157896,8.175887651
380,90,62,152,151.9197324,1255.444562,1252.736406,1253.3401,1259.194353,1260.927684,8.295576871,8.241686881578948,8.245658552631578,8.284173375,8.259503697
381,92,60,152,151.9246822,1252.305417,1249.575101,1251.9116,1252.973276,1255.74728,8.261495265,8.220888822368421,8.236260526315789,8.243245236842105,8.238851428
382,83,69,152,151.944422,1227.316632,1228.180808,1226.8724,1225.528477,1231.373766,8.101143199,8.080136894736842,8.07152894736842,8.06268734868421,8.074451526
383,96,57,153,152.94962,1239.359489,1237.321257,1238.4601,1243.914755,1240.624531,8.108657062,8.087067039215686,8.09451045751634,8.130161797385622,8.100388817
384,91,62,153,152.9220974,1261.310235,1260.287418,1259.9056,1265.292911,1267.526253,8.284485313,8.237172666666666,8.234677124183007,8.269888307189543,8.243857745
385,93,61,154,153.9264639,1266.04707,1264.452781,1265.9098,1268.408638,1271.016374,8.253353075,8.210732344155844,8.220193506493505,8.236419727272729,8.22108487
386,84,70,154,153.9463939,1240.881209,1239.115526,1238.79,1237.5398,1243.24586,8.073025063,8.046204714285714,8.044090909090908,8.035972727272727,8.057670188
387,90,64,154,153.9208656,1269.05541,1266.709884,1266.1895,1270.123349,1275.227693,8.280699308,8.225388857142859,8.22200974025974,8.247554214285714,8.240619545
388,91,63,154,153.9229792,1267.822207,1267.390457,1266.9297,1272.949633,1275.320382,8.281301183,8.229808162337662,8.226816233766233,8.265906707792208,8.232611734
389,94,61,155,154.9281013,1272.590138,1270.790763,1273.0531,1273.707846,1276.679185,8.236639902,8.198650083870968,8.213245806451614,8.217469974193548,8.210258955
390,97,59,156,155.94427,1267.073683,1269.119028,1266.4825,1269.427081,1269.828866,8.139928631,8.135378384615384,8.118477564102564,8.137353083333334,8.122267199
391,95,62,157,156.9283587,1287.750914,1285.770348,1286.6349,1289.130807,1291.878296,8.228524181,8.189620050955414,8.195126751592356,8.211024248407643,8.202235121
392,96,61,157,156.9330394,1284.127741,1281.68579,1281.3707,1284.319792,1287.427502,8.200175175,8.163603757961784,8.161596815286623,8.18038084076433,8.179157586
393,99,58,157,156.95634,1264.63856,1267.74224,1266.9681,1269.962065,1265.247706,8.058902585,8.074791337579619,8.06986050955414,8.08893035031847,8.055022675
394,86,71,157,156.9500983,1260.900315,1261.60717,1258.6854,1258.668358,1265.72983,8.061973442,8.035714458598726,8.017104458598727,8.016995910828024,8.031212197
395,92,65,157,156.9240246,1289.582284,1287.321871,1288.9764,1291.3493,1296.403263,8.257345627,8.199502363057325,8.210040764331211,8.225154777070065,8.213899898
396,93,64,157,156.9239601,1290.376893,1288.062552,1289.0891,1292.778843,1296.366177,8.257109407,8.204220076433122,8.210758598726114,8.234260146496815,8.218961102
397,90,67,157,156.9282562,1284.173547,1283.563014,1283.3899,1283.051782,1292.063729,8.22970528,8.175560598726115,8.174457961783439,8.172304343949044,8.179449344
398,84,74,158,157.974562,1243.988421,1248.556765,1248.3561,1241.277135,1242.816666,7.865928268,7.902258006329114,7.900987974683544,7.856184398734177,7.873344437
399,95,63,158,157.9278453,1295.561818,1294.686376,1297.4158,1297.319433,1300.96701,8.233968415,8.194217569620253,8.211492405063291,8.210882487341772,8.199758342
400,91,67,158,157.928941,1291.603485,1292.811788,1293.5662,1291.511805,1300.303923,8.229771666,8.182353088607595,8.187127848101266,8.174125348101267,8.174705601
401,91,68,159,158.9306841,1297.313587,1298.150283,1297.1237,1295.817465,1305.045701,8.207834599,8.164467188679245,8.1580106918239,8.14979537735849,8.15920495
402,89,70,159,158.9400501,1287.124724,1286.005444,1287.6116,1284.912308,1294.127092,8.139164098,8.088084553459119,8.098186163522012,8.081209484276728,8.09512405
403,93,66,159,158.9257392,1303.386407,1303.291864,1301.5656,1304.111203,1310.144569,8.239902951,8.19680417610063,8.18594716981132,8.201957251572326,8.197398786
404,91,69,160,159.9352628,1300.383746,1302.344387,1299.9989,1300.138151,1309.20275,8.182517189,8.13965241875,8.124993125,8.125863443750001,8.127398413
405,97,63,160,159.931971,1307.855766,1306.441994,1305.6683,1309.513335,1312.603064,8.203769147,8.1652624625,8.160426875,8.18445834375,8.174098537
406,96,64,160,159.9270541,1311.698841,1308.743557,1308.0536,1311.053238,1315.653681,8.222835508,8.17964723125,8.175335,8.1940827375,8.198117756
407,94,66,160,159.9251975,1311.958217,1308.914376,1309.3265,1312.564727,1317.414113,8.233838205,8.18071485,8.183290625,8.20352954375,8.199738856
408,93,67,160,159.9287295,1307.935366,1307.340864,1305.5338,1308.423472,1316.123927,8.225774541,8.1708804,8.15958625,8.1776467,8.174596037
409,85,75,160,159.982115,1252.356994,1257.385704,1256.3823,1253.415832,1253.71279,7.835704936,7.85866065,7.852389375,7.833848949999999,7.827231213
410,101,60,161,160.95388,1297.729651,1302.71425,1301.1735,1300.783789,1298.846341,8.067368576,8.091392857142857,8.08182298136646,8.079402416149069,8.060432615
411,95,66,161,160.9269334,1318.409582,1317.347453,1318.2445,1320.270682,1324.476813,8.226564054,8.182282316770188,8.187854037267082,8.20043901863354,8.188879391
412,97,64,161,160.9296692,1317.33167,1315.844437,1316.9133,1317.153126,1321.689446,8.209251216,8.172946813664597,8.179585714285714,8.181075316770185,8.182184286
413,92,71,163,162.941179,1317.609108,1320.472418,1318.8705,1315.2786,1325.096274,8.129424995,8.101057779141104,8.091230061349693,8.069193865030675,8.08349146
414,87,76,163,162.98269,1275.289572,1274.98487,1277.3,1276.618975,1276.607915,7.831950396,7.821993067484662,7.836196319018405,7.832018251533743,7.823862405
415,88,75,163,162.9720805,1285.901576,1286.860535,1286.6918,1286.091098,1289.152602,7.908911671,7.89484990797546,7.893814723926381,7.890129435582823,7.888966724
416,93,70,163,162.9363343,1322.854083,1324.245487,1322.6758,1321.353041,1330.523422,8.162720383,8.124205441717791,8.1145754601227,8.10646037423313,8.115669221
417,99,64,163,162.93399,1329.44398,1328.262483,1332.1586,1329.348065,1333.192646,8.179095987,8.148849588957056,8.172752147239263,8.155509601226994,8.156098037
418,100,64,164,163.93586,1335.770498,1334.853169,1335.7316,1335.443991,1338.667031,8.162603847,8.139348591463415,8.144704878048781,8.142951164634146,8.144942061
419,95,69,164,163.93356,1334.239003,1336.278143,1334.3695,1333.954705,1342.534704,8.186187222,8.148037457317074,8.136399390243902,8.133870152439025,8.135603677
420,89,75,164,163.970323,1295.605296,1295.648293,1294.8855,1295.36865,1300.451704,7.929583563,7.900294469512195,7.895643292682927,7.898589329268292,7.900032293
421,96,69,165,164.9324355,1343.3534,1343.509806,1341.8577,1342.40514,1350.332027,8.183830465,8.142483672727273,8.132470909090909,8.135788727272727,8.141535758
422,98,67,165,164.9303221,1346.790093,1344.400039,1347.3359,1346.198677,1352.008713,8.193992201,8.147879024242425,8.165672121212122,8.158779860606062,8.1623642
423,100,65,165,164.93488,1344.015806,1341.990082,1342.8992,1343.090812,1348.051989,8.170012057,8.133273224242425,8.138783030303031,8.139944315151515,8.145550339
424,93,73,166,165.950512,1331.653429,1332.517217,1331.8169,1328.833856,1339.782252,8.070977422,8.02721215060241,8.022993373493977,8.005023228915663,8.022008608
425,97,69,166,165.9335541,1350.37947,1350.245466,1350.1549,1350.867462,1357.922834,8.180258039,8.134008831325302,8.133463253012048,8.137755795180723,8.134816084
426,103,63,166,165.94997,1339.503621,1343.090075,1340.6406,1341.728696,1343.106448,8.091002699,8.090904066265061,8.076148192771084,8.082702987951807,8.069298922
427,98,68,166,165.9302931,1354.15002,1352.237539,1355.0059,1353.850556,1358.955708,8.186480171,8.146009271084337,8.162686144578315,8.155726240963856,8.157530241
428,102,65,167,166.94005,1355.337511,1354.256724,1354.3107,1355.290267,1359.066294,8.138121522,8.109321700598803,8.109644910179641,8.115510580838324,8.115793479
429,90,77,167,166.9816652,1307.779052,1307.444827,1309.7175,1309.284666,1310.909448,7.849757174,7.829010940119761,7.8426197604790415,7.840027940119761,7.831012287
430,95,72,167,166.9426,1347.821548,1348.608841,1348.4775,1345.646628,1355.361958,8.115939868,8.075502041916167,8.074715568862276,8.057764239520958,8.070787713
431,99,69,168,167.9341728,1365.938435,1365.876744,1367.0453,1367.609201,1372.499674,8.169640918,8.130218714285714,8.137174404761904,8.140530958333333,8.130585923
432,102,67,169,168.9368723,1372.961806,1371.03526,1370.2688,1370.577433,1377.192365,8.14906725,8.112634674556213,8.108099408284025,8.109925639053253,8.124034355
433,98,72,170,169.939609,1374.808631,1375.350668,1375.8397,1372.245212,1380.903334,8.122960786,8.090298047058823,8.093174705882353,8.072030658823529,8.087109594
434,95,75,170,169.9582201,1355.27802,1357.13877,1356.8512,1351.82333,1363.164878,8.018616927,7.983169235294118,7.981477647058824,7.95190194117647,7.972223647
435,102,68,170,169.9354643,1381.605583,1380.115382,1381.638,1378.221978,1385.346767,8.149098631,8.118325776470588,8.127282352941176,8.107188105882353,8.127091665
436,91,79,170,169.996122,1317.053115,1318.397169,1320.1256,1322.960418,1320.305762,7.76650448,7.755277464705883,7.765444705882353,7.782120105882353,7.747371265
437,92,78,170,169.9824953,1330.474132,1328.402869,1331.5419,1330.037974,1333.078524,7.841638374,7.814134523529412,7.832599411764706,7.823752788235295,7.826318424
438,99,72,171,170.940492,1382.054045,1383.409349,1382.9993,1380.706285,1389.00028,8.122808654,8.090113152046785,8.087715204678362,8.074305760233917,8.082187398
439,92,80,172,171.9988327,1329.929869,1329.111056,1331.3429,1334.422637,1330.6407,7.736283142,7.727389860465116,7.740365697674419,7.758271145348837,7.732150401
440,100,72,172,171.9394483,1391.093217,1391.179212,1391.9191,1389.157149,1396.894865,8.121481772,8.08825123255814,8.092552906976744,8.076495052325582,8.087751262
441,105,67,172,171.94482,1389.76496,1389.365387,1390.7543,1388.877641,1394.168025,8.105628055,8.077705738372094,8.08578081395349,8.074870005813954,8.080028837
442,93,80,173,172.997242,1339.478298,1341.707982,1340.951,1343.715444,1342.508652,7.760165618,7.755537468208092,7.751161849710983,7.767141294797687,7.742649121
443,106,67,173,172.94729,1395.532877,1394.816009,1395.8025,1394.976757,1399.479252,8.089475442,8.062520283236994,8.0682225433526,8.063449462427744,8.066664029
444,105,68,173,172.9424,1399.350908,1398.888477,1400.8427,1396.516804,1403.203833,8.111004814,8.08606056069364,8.097356647398843,8.072351468208094,8.088733572
445,103,71,174,173.9403375,1407.134906,1407.011906,1408.8729,1407.289973,1413.28583,8.122332353,8.08627532183908,8.096970689655173,8.087873408045976,8.086982218
446,98,76,174,173.9570622,1387.891415,1387.50981,1387.7457,1382.176029,1393.867579,8.010733214,7.974194310344828,7.975549999999999,7.943540396551724,7.976387443
447,99,75,174,173.953115,1392.300818,1394.482722,1392.9827,1389.568491,1400.439964,8.048505541,8.01426851724138,8.005647701149426,7.986025810344827,8.001728839
448,95,79,174,173.984761,1359.900156,1360.070586,1361.4954,1360.102022,1366.08422,7.851058735,7.816497620689655,7.824686206896552,7.816678287356322,7.815518138
449,96,79,175,174.9812741,1371.213947,1370.969095,1373.1672,1369.383591,1376.938425,7.868219571,7.834109114285714,7.8466697142857145,7.825049091428571,7.835508269
450,102,74,176,175.945634,1416.135162,1416.897591,1415.3168,1414.695562,1422.043955,8.079795196,8.050554494318181,8.041572727272728,8.038042965909092,8.046222511
451,101,75,176,175.951623,1409.824844,1412.775714,1408.3651,1408.447375,1417.810098,8.055739193,8.027134738636365,8.002074431818182,8.00254190340909,8.010368432
452,95,81,176,176.00059,1359.829213,1364.79105,1364.5353,1364.483673,1364.455612,7.752588707,7.754494602272728,7.753041477272728,7.752748142045454,7.726302347
453,106,71,177,176.9437581,1428.15279,1427.013718,1425.8187,1425.566105,1433.224131,8.097311476,8.062224395480225,8.055472881355932,8.054045790960453,8.068659831
454,101,76,177,176.9549653,1414.046091,1415.062393,1409.9833,1410.495194,1421.12139,8.028934406,7.994702785310734,7.966007344632769,7.968899401129944,7.988960966
455,102,76,178,177.9532512,1423.709406,1424.040482,1421.6787,1419.928882,1429.793798,8.032549429,8.000227426966292,7.986958988764044,7.9771285505617975,7.998367449
456,104,74,178,177.9458762,1432.044649,1432.453133,1431.1466,1431.609633,1437.634764,8.076599797,8.047489511235955,8.040149438202247,8.042750747191011,8.045194657
457,96,82,178,178.0038302,1372.213003,1374.094706,1376.7678,1375.94903,1374.639901,7.722696076,7.719633179775282,7.7346505617977535,7.730050730337078,7.709061815
458,101,78,179,178.9653634,1419.031317,1418.469901,1415.4585,1414.610241,1426.141626,7.967271655,7.924412854748603,7.90758938547486,7.902850508379888,7.927549257
459,108,71,179,178.9473274,1440.964746,1439.767513,1439.0024,1437.757048,1445.624579,8.076114968,8.043393927374302,8.039119553072625,8.032162279329608,8.05008238
460,110,69,179,178.95534,1434.974134,1438.579578,1437.0823,1434.667555,1439.387313,8.041269902,8.036757418994414,8.028392737430167,8.014902541899442,8.016615274
461,99,81,180,179.989906,1402.045967,1402.622866,1404.0917,1401.629289,1408.886062,7.827144789,7.792349255555555,7.800509444444444,7.786829383333333,7.789144261
462,102,78,180,179.9630315,1429.269803,1429.267864,1429.47,1424.04292,1435.394531,7.974414062,7.940377022222222,7.9415000000000004,7.911349555555556,7.940387794
463,111,70,181,180.95615,1449.620439,1453.323517,1452.716,1448.409876,1453.985954,8.033071566,8.029411696132597,8.026055248618784,8.002264508287292,8.008952702
464,106,75,181,180.9500679,1451.610079,1452.270701,1450.3656,1452.841056,1457.763448,8.053941704,8.02359503314917,8.013069613259669,8.026746165745855,8.019945188
465,102,79,181,180.970079,1430.041509,1430.937984,1429.9889,1425.980244,1437.405258,7.941465515,7.905734718232043,7.900491160220994,7.878343889502763,7.900781818
466,104,77,181,180.9576253,1443.105022,1443.798139,1441.3013,1440.870586,1450.182152,8.012056087,7.976785298342541,7.962990607734807,7.960610972375691,7.972955923
467,108,74,182,181.9482042,1462.147231,1458.342415,1462.5381,1460.717809,1466.564461,8.058046491,8.012870412087912,8.035923626373627,8.025922027472527,8.033775995
468,110,72,182,181.9505541,1461.428592,1458.276073,1459.7683,1457.598202,1465.445167,8.051896522,8.012505895604395,8.020704945054945,8.00878132967033,8.029827429
469,103,79,182,181.9696179,1438.538281,1438.298483,1440.5211,1435.43573,1446.740756,7.949125032,7.902738917582417,7.914951098901098,7.887009505494505,7.904056489
470,100,82,182,181.9926718,1414.871423,1416.059183,1415.5192,1413.091835,1419.334344,7.79854035,7.780544961538462,7.777578021978022,7.764240851648351,7.774018808
471,109,73,182,181.9501518,1461.068574,1458.451805,1460.1682,1459.162115,1466.651155,8.058522832,8.013471456043955,8.022902197802198,8.017374258241759,8.027849308
472,105,77,182,181.9580763,1450.752629,1451.293767,1450.5964,1450.317143,1458.548285,8.014001567,7.974141576923076,7.970309890109889,7.968775510989011,7.971168291
473,104,79,183,182.967593,1448.49095,1450.715242,1451.5522,1444.881819,1455.873428,7.955592504,7.927405693989071,7.931979234972678,7.89552906557377,7.915251093
474,102,81,183,182.9821928,1433.429418,1434.212204,1436.093,1429.819857,1439.878801,7.868190168,7.837225158469945,7.847502732240438,7.8132232622950815,7.832947639
475,104,80,184,183.9717131,1451.988065,1451.575484,1451.0963,1446.789987,1457.936091,7.92356571,7.888997195652173,7.8863929347826085,7.862989059782609,7.891239484
476,104,81,185,184.9787913,1452.73119,1453.467369,1451.7855,1448.71593,1459.48496,7.889107892,7.856580372972973,7.847489189189189,7.83089691891892,7.852601027
477,103,82,185,184.9876099,1443.786514,1440.580316,1444.8157,1441.194076,1450.54408,7.840778813,7.786920627027027,7.809814594594595,7.790238248648649,7.804251427
478,114,74,188,187.9584891,1500.976913,1498.396766,1500.9594,1497.288388,1504.688744,8.00366353,7.970195563829788,7.983826595744681,7.964299936170212,7.98391975
479,112,76,188,187.9558382,1501.975783,1499.189384,1500.3058,1500.406395,1506.026499,8.010779247,7.974411617021277,7.9803500000000005,7.9808850797872335,7.989232888
480,105,83,188,187.9922652,1462.920333,1462.727296,1464.6937,1462.021973,1471.121442,7.825114051,7.7804643404255325,7.790923936170213,7.776712622340425,7.781491133
481,113,76,189,188.9581475,1507.893312,1507.106734,1504.2802,1506.504656,1512.667245,8.003530397,7.974109703703704,7.959154497354497,7.970924105820107,7.978271492
482,116,73,189,188.96583,1502.944582,1505.904745,1502.6172,1501.847356,1507.485543,7.976113986,7.967749973544974,7.950355555555555,7.946282306878307,7.952087735
483,110,79,189,188.9639483,1500.28909,1501.924964,1499.3207,1501.609458,1506.59029,7.971377195,7.946692931216932,7.932913756613757,7.945023587301587,7.938037513
484,115,75,190,189.961818,1513.278123,1512.673283,1513.1543,1511.044105,1518.233073,7.990700387,7.961438331578948,7.96397,7.952863710526316,7.9646217
485,115,76,191,190.9609297,1521.438059,1520.190211,1519.6693,1518.691413,1525.449302,7.986645562,7.959111052356022,7.956383769633508,7.951263942408377,7.965644288
486,111,81,192,191.972225,1515.316827,1517.1127,1516.5413,1514.88427,1521.870994,7.926411428,7.901628645833333,7.898652604166667,7.890022239583334,7.892275141
487,113,79,192,191.964813,1523.686517,1524.933164,1523.1998,1529.299643,1529.462894,7.96595257,7.942360229166667,7.933332291666667,7.965102307291667,7.935867276
488,111,83,194,193.982834,1520.105705,1520.865016,1523.0779,1518.714841,1527.295186,7.872655599,7.839510391752577,7.850917010309279,7.828427015463918,7.835596418
489,110,84,194,193.9881856,1514.388806,1511.781077,1517.5658,1511.168817,1520.100884,7.835571566,7.792685963917526,7.82250412371134,7.789529984536083,7.806127866
490,113,81,194,193.9712,1532.406077,1535.732411,1532.5503,1533.794625,1538.014912,7.927911918,7.916146448453608,7.89974381443299,7.9061578608247425,7.899000397
491,110,86,196,196.0021152,1516.086205,1515.550078,1519.8733,1514.702681,1521.993746,7.765274216,7.732398357142857,7.7544556122448975,7.728074903061224,7.735133699
492,120,77,197,196.9696533,1560.986752,1562.624074,1561.3181,1556.819741,1561.786301,7.927849243,7.932101898477158,7.925472588832487,7.902638279187817,7.923790619
493,116,81,197,196.9695745,1558.121879,1557.974011,1556.5428,1561.42364,1560.915478,7.923428822,7.908497517766498,7.9012324873096444,7.926008324873096,7.909248117
494,121,77,198,197.97228,1566.608782,1570.102717,1574.732,1562.919691,1568.210821,7.920256673,7.929811702020202,7.953191919191919,7.8935337929292935,7.912165566
495,113,85,198,197.9928372,1541.593557,1541.677004,1542.3604,1540.902533,1548.982118,7.823142008,7.786247494949494,7.78969898989899,7.782336025252525,7.785826045
496,114,84,198,197.9833886,1551.124763,1551.183515,1554.6099,1548.447063,1555.591132,7.856520867,7.8342601767676765,7.851565151515151,7.820439712121212,7.833963449
497,118,82,200,199.9718267,1579.492984,1577.80318,1578.348,1578.511452,1580.14292,7.9007146,7.8890159,7.8917399999999995,7.89255726,7.89746492
498,121,79,200,199.9707256,1582.721785,1582.917762,1586.2029,1578.151213,1583.042979,7.915214896,7.914588810000001,7.9310145,7.890756065000001,7.913608925
499,119,82,201,200.9728845,1586.57566,1585.75141,1582.7766,1584.598531,1586.57487,7.893407315,7.889310497512438,7.874510447761193,7.883574781094528,7.893411244
500,120,81,201,200.9708189,1589.233292,1588.157943,1585.7777,1585.751582,1589.104186,7.905990976,7.901283298507463,7.889441293532339,7.889311353233832,7.906633294
501,124,78,202,201.97574,1594.922913,1598.932785,1602.664,1588.842591,1592.646289,7.884387569,7.915508836633663,7.9339801980198015,7.865557381188119,7.895657985
502,124,79,203,202.9751545,1602.800942,1605.918036,1605.7249,1596.383796,1600.547158,7.884468758,7.910926285714286,7.90997487684729,7.863959586206897,7.895571143
503,118,86,204,203.9914287,1590.575236,1588.435676,1588.8772,1586.746071,1594.296554,7.815179186,7.786449392156863,7.788613725490196,7.778167014705883,7.796937431
504,125,79,204,203.977724,1608.476225,1612.328616,1612.7303,1602.437937,1606.086603,7.872973542,7.903571647058824,7.9055406862745095,7.8550879264705875,7.884687377
505,119,85,204,203.9872513,1595.198954,1596.422056,1593.6239,1593.473266,1599.493758,7.840655678,7.82559831372549,7.811881862745098,7.811143460784313,7.819602716
506,120,85,205,204.9860745,1604.362042,1605.900738,1601.5098,1601.858595,1607.312135,7.840546999,7.8336621365853665,7.812242926829269,7.813944365853658,7.826156302
507,119,86,205,204.9917188,1598.37264,1597.798733,1594.6273,1595.141379,1602.536004,7.817248799,7.79414016097561,7.778669756097561,7.781177458536585,7.796939707
508,121,84,205,204.9812033,1609.631689,1610.923223,1608.6718,1606.640447,1610.922222,7.858157183,7.8581620634146345,7.847179512195122,7.837270473170732,7.851861898
509,123,82,205,204.9744818,1617.358523,1615.963821,1614.8107,1608.928881,1615.425112,7.8801225,7.882750346341464,7.877125365853659,7.848433565853659,7.889553771
510,117,89,206,206.014505,1583.022498,1586.448494,1588.0618,1583.422881,1590.562539,7.721177375,7.701206281553398,7.709037864077669,7.686518839805825,7.684575233
511,122,85,207,206.9857835,1620.767938,1621.365793,1621.1769,1617.664275,1622.456744,7.837955287,7.832684990338164,7.831772463768115,7.8148032608695654,7.829796802
512,123,85,208,207.98659,1628.084574,1628.645386,1625.1698,1623.74964,1629.787704,7.835517809,7.830025894230769,7.8133163461538455,7.806488653846154,7.827329683
513,128,81,209,208.985359,1640.236359,1638.02406,1640.1362,1632.94275,1638.017205,7.837402896,7.837435693779904,7.847541626794258,7.813123205741626,7.848020856
514,120,89,209,209.0094949,1611.889364,1611.916105,1611.1708,1608.568802,1617.555777,7.739501327,7.712517248803827,7.708951196172249,7.696501444976077,7.712389301
515,126,83,209,208.9803987,1643.38528,1640.813108,1642.2413,1632.121554,1639.782612,7.845849819,7.850780421052632,7.857613875598085,7.8091940382775125,7.863087464
516,120,90,210,210.0150753,1614.02694,1616.889664,1615.1895,1610.244486,1618.910761,7.709098864,7.699474590476191,7.691378571428571,7.667830885714286,7.685842571
517,124,86,210,209.9896962,1640.593118,1642.297333,1642.0874,1634.763414,1641.249069,7.815471758,7.8204634904761905,7.819463809523809,7.7845876857142855,7.812348181
518,121,89,210,210.009436,1620.011687,1621.971849,1623.3104,1616.961736,1626.208478,7.743849896,7.723675471428572,7.730049523809524,7.699817790476191,7.714341367
519,129,82,211,210.988737,1652.491856,1649.966095,1652.5117,1644.943124,1651.011966,7.824701263,7.8197445260663505,7.831809004739337,7.795938976303317,7.831714957
520,123,88,211,211.000898,1636.762611,1634.426644,1635.0913,1632.052602,1640.436362,7.774579913,7.746097838862559,7.749247867298578,7.734846454976303,7.757168773
521,128,83,211,210.9872695,1653.12354,1651.332723,1652.781,1644.328149,1652.092955,7.82982443,7.826221436018957,7.833085308056872,7.793024402843602,7.83470872
522,129,83,212,211.9912857,1657.451945,1657.042052,1655.9629,1650.435409,1658.031076,7.820901304,7.816236094339622,7.811145754716981,7.785072683962264,7.818169552
523,126,86,212,211.9907035,1655.790296,1654.751868,1654.9564,1646.930012,1655.618697,7.809522158,7.805433339622642,7.806398113207547,7.768537792452831,7.810331585
524,130,83,213,212.9943847,1662.634263,1663.027653,1657.9075,1656.536412,1663.827215,7.811395375,7.807641563380282,7.7836032863849764,7.777166253521126,7.805794662
525,131,82,213,212.9965815,1661.323602,1661.814533,1658.6416,1656.727388,1661.988649,7.80276361,7.801946164319249,7.787049765258216,7.778062854460094,7.799641324
526,123,90,213,213.0130101,1640.152103,1637.41677,1636.5784,1635.41044,1645.106222,7.723503392,7.6874026760563385,7.683466666666667,7.677983286384977,7.700244615
527,131,83,214,213.9987115,1666.6735,1667.2445,1665.7146,1662.64579,1669.48336,7.80132411,7.79086214953271,7.78371308411215,7.76937285046729,7.788193925
528,125,90,215,215.0117303,1657.478572,1655.781458,1656.9144,1652.188402,1661.740094,7.729023694,7.701309106976744,7.706578604651162,7.684597218604651,7.70920266
529,130,85,215,214.9986526,1673.326705,1672.458993,1671.0789,1666.390968,1676.808638,7.799109943,7.778879037209302,7.77246,7.750655665116279,7.782914907
