,0
0,1562.6240738975864
1,1585.7514098495858
2,1899.8856646993831
3,1045.6886888237905
4,751.2443014778107
5,1577.8031801048917
6,429.2450593715195
7,1663.027652522581
8,919.8625303244987
9,748.5619074897506
10,1992.3014275527892
11,1222.3514779013976
12,490.22012452867625
13,964.520017358066
14,1845.7953999925858
15,1451.5754835399978
16,464.6357655384883
17,1721.0934743604046
18,551.6531831352434
19,1343.5098059173015
20,1638.024060074506
21,316.016430439078
22,976.4461051071931
23,550.6082106273012
24,1089.242313549596
25,363.81524447533826
26,926.7267886695026
27,732.3971573825919
28,552.3078909541898
29,338.00696526603633
30,544.3073640440803
31,868.7613549976155
32,1517.1127000112824
33,212.08661633298678
34,1285.7703476191034
35,22.036380786139343
36,1169.8904482985968
37,742.2231431478486
38,1458.3424147725934
39,735.1003835569716
40,1714.846973244983
41,622.0799431314958
42,954.8528471215923
43,1893.75066070258
44,1302.344387046502
45,1127.1893223975865
46,1010.8114174913925
47,1987.2091493282046
48,1053.5465995585937
49,1041.6201051486948
50,1177.9974138225875
51,889.5634468371024
52,246.7160686762741
53,275.7969339155793
54,1605.9007375746874
55,1657.0420521473204
56,1264.4527814499045
57,414.7894399394856
58,882.9306529672983
59,230.89658711573747
60,272.43721667553706
61,1281.6857899390964
62,645.380737920239
63,693.060709750636
64,1616.8896643381938
65,217.98814482010482
66,137.73878045059854
67,820.658980926107
68,165.68376591969772
69,429.13096430672954
70,617.5003620636218
71,1926.6639729182855
72,1968.1223355009824
73,712.5676539741178
74,1189.6164683850961
75,817.5870578135389
76,1079.0405837813046
77,70.5912805347408
78,1696.791632379191
79,1334.8531692418924
80,1611.9161054647077
81,688.9824770798128
82,350.1670909419229
83,1773.7708003070993
84,765.7566201970212
85,681.328120138468
86,276.45768924984003
87,355.8878978426773
88,265.3694772109477
89,1085.061808685388
90,1762.260010338103
91,1842.6354154334135
92,1332.5172174377062
93,302.5870651176091
94,1407.0119059177962
95,1416.8975905125944
96,1507.1067335680978
97,1354.2567235133868
98,1035.9097248520943
99,322.2254135578812
100,1498.3967663265917
101,1237.3212570445985
102,1063.7624046503856
103,1207.4393976693916
104,1191.695907810784
105,1588.435676311386
106,371.4033926813751
107,1010.4077128956819
108,1686.583374066507
109,616.553848112365
110,1387.5098104167769
111,1907.2321871889753
112,336.9950827790418
113,1744.0281318557943
114,574.7827867611858
115,1681.6865744671732
116,1240.9686317412995
117,1267.7422403653125
118,1069.9103944213953
119,88.03101154105995
120,1302.7142500714745
121,1670.3574346080864
122,1205.6758458919862
123,91.14790545420017
124,875.0315806742994
125,1320.4724181579002
126,108.06955707177
127,1236.3405395032996
128,1105.6232658114004
129,1243.4519097336038
130,1756.4058392327934
131,200.56217917014936
132,1923.6380249876888
133,974.1158113623968
134,1096.1769419950883
135,1780.5566531836748
136,333.6276038664766
137,113.98945646984075
138,1588.1579428119992
139,487.0297796870794
140,1520.8650162831875
141,865.1631820495918
142,1904.5446649270798
143,946.7608187478052
144,1153.1858959845008
145,1612.3286164824908
146,810.6984120445671
147,1805.943574826963
148,1598.932785287588
149,656.8215645053957
150,1236.8505976287927
151,1453.3235172232062
152,462.5775300194984
153,1044.8920518609932
154,816.740063349345
155,1453.4673688262005
156,442.13756640115776
157,209.01865046384128
158,412.44941163075464
159,893.2944478639979
160,299.99262049308913
161,1759.6060686875815
162,669.8390094820184
163,1164.2655286814982
164,129.6164711621511
165,456.7564322702537
166,1880.0373445426999
167,1839.30742745538
168,172.6696983304983
169,1831.3785319738938
170,82.07847091058989
171,1248.55676483721
172,1000.2038998286826
173,576.4686406208733
174,1080.7711527423987
175,994.9667564213781
176,1178.2464890007095
177,183.2906056072683
178,1424.040482075396
179,1726.3273131831884
180,251.15030481715448
181,415.38449710813603
182,-1.8395761527851369
183,1870.182701722293
184,261.1712304938782
185,301.85993343078985
186,1269.1190284884942
187,1133.6710890749823
188,329.3954778080371
189,1107.2337391241008
190,459.7261615424127
191,1458.276073481486
192,868.1045734878929
193,43.71422291287842
194,798.5546784670688
195,2008.3717360237722
196,28.064956721004002
197,126.95146096437094
198,1831.1268159211945
199,1729.5709672709747
200,1019.6233460840093
201,708.3321007464114
202,215.06736426944914
203,1649.9660948294982
204,569.7086919068971
205,1699.0842405474004
206,239.2943971328398
207,1370.9690951102982
208,1227.9154245595928
209,1989.9903535582052
210,717.3069665257946
211,1344.4000386375924
212,1317.3474526981793
213,1315.8444371743797
214,806.1686445320051
215,447.28696357051166
216,1402.6228661773973
217,1294.68637606981
218,1375.3506683237927
219,321.0858596147975
220,1741.9143536123202
221,901.1757662662902
222,1088.7514040458898
223,896.5058960549962
224,1073.2409404149914
225,1329.111056275809
226,308.9730195871917
227,918.8329874191929
228,1785.7619810624985
229,1034.0734037871991
230,889.4852446059863
231,1341.7079819401827
232,1133.045521686385
233,1557.9740110836992
234,219.06882789987785
235,1881.7076526667786
236,1418.4699006456935
237,176.68718533675838
238,1881.770789455914
239,1212.6234558290887
240,1365.876744081471
241,789.3385730010906
242,1027.1076121649007
243,274.31313311457836
244,896.2282696206058
245,1274.9848701442768
246,1116.5437114733868
247,1803.2787549070076
248,242.27294718311848
249,1298.1502829721946
250,1286.8605350264925
251,1511.7810770481822
252,331.37064449824754
253,1705.006213031079
254,583.6066219127898
255,2025.3009901222072
256,1932.3979927944904
257,1201.9899427843852
258,751.8494318243952
259,1628.6453864421771
260,299.9046554235888
261,906.5063229551031
262,1685.0048290264044
263,1586.4484943306834
264,570.9685153533217
265,479.1640999807202
266,903.7426708680848
267,1357.1387698463022
268,729.048332572561
269,837.8308364848114
270,825.060625335866
271,1680.8748195539954
272,544.7292034863699
273,1813.561520125579
274,1440.5803161903978
275,1239.115526235998
276,701.7976989785292
277,453.5925786053917
278,973.3273653376056
279,401.39461409425587
280,225.43567447890996
281,673.0454119881788
282,452.7200243461669
283,1452.2707012730016
284,437.93535884699804
285,1142.9034541022006
286,1394.482722047794
287,1131.0366620223883
288,738.6111399620758
289,1307.4448266032746
290,1427.0137181824962
291,776.8652947593944
292,1110.2041821381006
293,1336.2781431321027
294,1242.6801545836906
295,1208.1349803543753
296,1849.208898365517
297,1295.648293183284
298,1152.5617843074974
299,1439.7675126918846
300,1360.070586228887
301,1063.2673807783963
302,875.1455534150001
303,1830.7797379108754
304,304.03427726482977
305,261.48403857106723
306,905.7331465406007
307,134.17685224496054
308,1252.7364061057895
309,1935.460181668958
310,1877.2997549627748
311,541.1018503729324
312,1286.0054438322047
313,662.741923649889
314,1597.7987326979899
315,1047.761454934592
316,1202.5070584484952
317,1306.441993994898
318,39.437965258208614
319,680.364920330407
320,851.5250996738548
321,1308.7435572659037
322,1038.080787246291
323,1058.3519332490846
324,1394.816008689618
325,2027.3695023078108
326,1053.1723904394053
327,423.93656553934
328,638.3563700123319
329,882.2855143760022
330,1049.756747228683
331,88.75055572683848
332,524.2060301137734
333,876.5132693156003
334,1432.4531332566096
335,39.73705684443549
336,477.9550932421218
337,1156.7155784093043
338,1438.2984825782878
339,536.7306540668094
340,927.5385317589906
341,496.12588448527913
342,1324.245486699104
343,1854.4448384552518
344,338.77094529047287
345,853.4546821834473
346,575.308308228783
347,225.67509280364985
348,173.10367352537
349,1642.2973326648096
350,547.3933665113872
